category,title,context,question,group,url,contact,answer
行政專用服務-圖書資訊,圖書相關電子資料庫建置平台服務,"中研院的資訊處為各個院內部門提供伺服器設備，以方便安裝和使用各種電子資料庫，以有效利用各種資源。要申請使用資訊處提供的伺服器設備，電子資料庫的採購單位應優先選擇廠商已有提供客戶線上連線使用該資料庫之方案，且該資料庫需為中研院三個或以上的單位有共同使用需求，作業系統平台以Linux、Windows相容系統為範圍，此外，該資料庫系統必須能夠提供網址(IP address)、具有或承諾未來提供群組使用分類排序之使用統計數據，做為年度使用狀況之依據。

申請使用資訊處提供的伺服器設備的方式是，在採購前，先與資訊服務處召開諮詢會議，再依據中央研究院資訊服務處電子資料庫建置平台使用申請表格式，說明資料庫的用途、資料量大小和建置環境規格，並提供相關的需求和時程等相關資訊，然後將所填寫的申請表經所方簽署後，送至資訊服務處進行處理。

在平台和資料庫建置/更新等方面的協調處理事宜上，請於5個工作天前填寫資訊處服務洽詢單。費用的分攤方式是由訂購單位支付，如：移機、轉置、資料庫更新、介面改版等資料庫相關維護等，其費用由訂購單位支付，資訊服務處內部作業之需求者，則由資訊服務處支付。",要如何申請使用資訊處的伺服器設備，需要哪些程序？,資訊,https://its.sinica.edu.tw/pages/1721,資訊服務處服務台 02-2789-8855,要申請使用資訊處的伺服器設備，首先要在採購前先和資訊服務處召開諮詢會議。接著，根據資訊服務處的電子資料庫建置平台使用申請表格式，說明資料庫的用途、資料量大小和建置環境規格，並提供相關需求和時程等資訊。最後，將填好並經過所方簽署的申請表送至資訊服務處處理就可以了。
行政專用服務-圖書資訊,圖書相關電子資料庫建置平台服務,"中研院的資訊處為各個院內部門提供伺服器設備，以方便安裝和使用各種電子資料庫，以有效利用各種資源。要申請使用資訊處提供的伺服器設備，電子資料庫的採購單位應優先選擇廠商已有提供客戶線上連線使用該資料庫之方案，且該資料庫需為中研院三個或以上的單位有共同使用需求，作業系統平台以Linux、Windows相容系統為範圍，此外，該資料庫系統必須能夠提供網址(IP address)、具有或承諾未來提供群組使用分類排序之使用統計數據，做為年度使用狀況之依據。

申請使用資訊處提供的伺服器設備的方式是，在採購前，先與資訊服務處召開諮詢會議，再依據中央研究院資訊服務處電子資料庫建置平台使用申請表格式，說明資料庫的用途、資料量大小和建置環境規格，並提供相關的需求和時程等相關資訊，然後將所填寫的申請表經所方簽署後，送至資訊服務處進行處理。

在平台和資料庫建置/更新等方面的協調處理事宜上，請於5個工作天前填寫資訊處服務洽詢單。費用的分攤方式是由訂購單位支付，如：移機、轉置、資料庫更新、介面改版等資料庫相關維護等，其費用由訂購單位支付，資訊服務處內部作業之需求者，則由資訊服務處支付。",我們的資料庫需要達到什麼條件，才能夠申請使用這個平台呢？,資訊,https://its.sinica.edu.tw/pages/1721,資訊服務處服務台 02-2789-8855,要申請使用中研院資訊處的伺服器設備，你們的資料庫得符合以下條件：首先，廠商提供的方案要能讓客戶線上連線使用資料庫；其次，資料庫需被中研院至少三個單位共同使用；接著，作業系統平台要相容於Linux和Windows；最後，資料庫系統要能提供IP地址和群組使用分類排序的使用統計數據，以供作年度使用狀況的參考。
行政專用服務-圖書資訊,圖書相關電子資料庫建置平台服務,"中研院的資訊處為各個院內部門提供伺服器設備，以方便安裝和使用各種電子資料庫，以有效利用各種資源。要申請使用資訊處提供的伺服器設備，電子資料庫的採購單位應優先選擇廠商已有提供客戶線上連線使用該資料庫之方案，且該資料庫需為中研院三個或以上的單位有共同使用需求，作業系統平台以Linux、Windows相容系統為範圍，此外，該資料庫系統必須能夠提供網址(IP address)、具有或承諾未來提供群組使用分類排序之使用統計數據，做為年度使用狀況之依據。

申請使用資訊處提供的伺服器設備的方式是，在採購前，先與資訊服務處召開諮詢會議，再依據中央研究院資訊服務處電子資料庫建置平台使用申請表格式，說明資料庫的用途、資料量大小和建置環境規格，並提供相關的需求和時程等相關資訊，然後將所填寫的申請表經所方簽署後，送至資訊服務處進行處理。

在平台和資料庫建置/更新等方面的協調處理事宜上，請於5個工作天前填寫資訊處服務洽詢單。費用的分攤方式是由訂購單位支付，如：移機、轉置、資料庫更新、介面改版等資料庫相關維護等，其費用由訂購單位支付，資訊服務處內部作業之需求者，則由資訊服務處支付。",平台的維護費用怎麼分攤，是由誰來支付呢？,資訊,https://its.sinica.edu.tw/pages/1721,資訊服務處服務台 02-2789-8855,平台的維護費用是這樣分攤的，像是移機、轉置、資料庫更新、介面改版等相關維護費用，都是由訂購單位自己支付的。但是如果維護需求牽涉到資訊服務處內部作業的話，那就是由資訊服務處來支付了。
行政專用服務-圖書資訊,圖書相關電子資料庫建置平台服務,"中研院的資訊處為各個院內部門提供伺服器設備，以方便安裝和使用各種電子資料庫，以有效利用各種資源。要申請使用資訊處提供的伺服器設備，電子資料庫的採購單位應優先選擇廠商已有提供客戶線上連線使用該資料庫之方案，且該資料庫需為中研院三個或以上的單位有共同使用需求，作業系統平台以Linux、Windows相容系統為範圍，此外，該資料庫系統必須能夠提供網址(IP address)、具有或承諾未來提供群組使用分類排序之使用統計數據，做為年度使用狀況之依據。

申請使用資訊處提供的伺服器設備的方式是，在採購前，先與資訊服務處召開諮詢會議，再依據中央研究院資訊服務處電子資料庫建置平台使用申請表格式，說明資料庫的用途、資料量大小和建置環境規格，並提供相關的需求和時程等相關資訊，然後將所填寫的申請表經所方簽署後，送至資訊服務處進行處理。

在平台和資料庫建置/更新等方面的協調處理事宜上，請於5個工作天前填寫資訊處服務洽詢單。費用的分攤方式是由訂購單位支付，如：移機、轉置、資料庫更新、介面改版等資料庫相關維護等，其費用由訂購單位支付，資訊服務處內部作業之需求者，則由資訊服務處支付。",若需要協助處理資料庫建置或更新事宜，應提前多久通知資訊處？,資訊,https://its.sinica.edu.tw/pages/1721,資訊服務處服務台 02-2789-8855,如果你需要協助處理資料庫建置或更新事宜，你應該提前5個工作天通知資訊處喔！
行政專用服務-資安專區,資安通報流程,中研院各單位於發生資安事件發生時，通報流程圖請參考網站https://its.sinica.edu.tw/posts/119676，通報資訊服務處資安小組即時掌握事件狀況，由資安小組依照事件類型進行處理，透過這些通報、處理機制，可有效防止事件擴大造成影響。,當資安事件發生時，我們應該如何跟著資安通報流程圖通報資訊給資安小組呢？,資訊,https://its.sinica.edu.tw/posts/119676,資訊服務處服務台 02-2789-8855,當資安事件發生時，你可以參考中研院的網站https://its.sinica.edu.tw/posts/119676，那裡有通報流程圖，跟著流程圖通報資訊給資安小組，這樣他們就能掌握事件狀況，並依照事件類型進行處理，有效防止事件擴大造成影響喔。
行政專用服務-資安專區,預警通報,"為了協助各所/中心推動資安維運作業，中研院資訊服務處擬透過導入資訊安全設備日誌，建置資訊安全事件管理平台 (Security Information Event Management, SIEM)。該平台將以資訊服務處既有架構與規則為基礎，篩選大量資安事件資料，提供各所/中心即時探測資安事件的發生，並發送通報警訊。一旦事件發生，即可立即處理，供資安人員分析與後續事件處理。

通報方式採用本院Redmine資安事件管立平台。

詳細申請及通報方式請參考https://its.sinica.edu.tw/pages/1742。",這個預警通報系統是如何即時偵測到資安事件的呢？,資訊,https://its.sinica.edu.tw/pages/1742,資訊服務處服務台 02-2789-8855,這個預警通報系統是透過建置資訊安全事件管理平台（SIEM），以中研院資訊服務處的既有架構和規則為基礎，來篩選大量的資安事件資料。這樣一來，它就能即時探測到各所/中心的資安事件，並且發送通報警訊，讓資安人員可以立刻處理和分析。
行政專用服務-資安專區,源碼檢測,資訊服務處提供源碼檢測服務，又稱白箱測試、靜態測試，在不需要執行程式碼的情況下，針對原始碼的內容進行分析，透過對於已知弱點特性的比對，指出有安全問題的程式碼的位置，協助開發人員進行修補，例如編譯器即為原始碼檢測的應用之一。目前中研院資訊服務處所使用的原始碼檢測工具為Checkmarx，若有需要申請源碼檢測，請填寫資訊處電子服務台提出申請，目前提供院內服務免費申請使用。其他詳細說明請參考https://its.sinica.edu.tw/posts/119687。,源碼檢測服務是怎麼在不執行程式碼的情況下找出安全問題的呢？,資訊,https://its.sinica.edu.tw/posts/119687,資訊服務處服務台 02-2789-8855,源碼檢測服務是通過分析原始碼的內容，在不執行程式碼的情況下找出安全問題。它會對照已知的弱點特性，然後找出可能有安全問題的程式碼位置，這樣開發人員就可以針對問題進行修補了。
行政專用服務-資安專區,主機檢測,中研院資訊服務處為預防當主機存在弱點(作業系統或資料庫管理系統存在未經修補的漏洞)，便可能被駭客利用來竊取資料，甚至淪為駭客的攻擊工具。目前中央研究院資訊處所使用的主機弱點檢測工具為Nexpose的Rapid7，該軟體能系統化地檢測主機的弱點，並會定期更新，以協助單位評估與管理各項弱點及威脅，進而強化其安全需求。若有需要申請主機檢測，請填寫資訊處電子服務台提出申請，目前提供院內服務免費申請使用。相關詳細說明請參考：https://its.sinica.edu.tw/posts/119689,主機檢測服務是怎麼幫助我們預防主機弱點被駭客利用的呢？,資訊,https://its.sinica.edu.tw/posts/119689,資訊服務處服務台 02-2789-8855,主機檢測服務會使用專門的工具，像是中研院使用的Nexpose的Rapid7，來自動掃描主機上的弱點，像是作業系統或資料庫管理系統上未修補的漏洞。這樣一來，就能及時發現並修正這些弱點，避免駭客利用它們來竊取資料或作為攻擊工具。而且，這個工具會定期更新，幫助我們評估和管理各種不同的弱點和威脅，讓我們的主機安全更有保障喔。
行政專用服務-資安專區,全院型主機弱點掃描服務平台,資訊服務處提供主機弱點掃描服務平台(Tenable Security Center)供各所中心使用，該平台能以系統化方式檢測及管理主機弱點，有效協助各所中心評估與管理各項主機弱點及威脅，詳細服務說明請參考：https://its.sinica.edu.tw/pages/3608,全院型主機弱點掃描服務平台是怎麼協助我們管理和檢測主機弱點的呢？,資訊,https://its.sinica.edu.tw/pages/3608,資訊服務處服務台 02-2789-8855,全院型主機弱點掃描服務平台，也就是Tenable Security Center，它可以幫助我們用一個系統化的方法來檢測和管理主機的弱點。這個平台可以讓各個所、中心更有效率地評估和管理主機的弱點和威脅。如果你想了解更多關於這個的詳細服務說明，可以參考這個網址：https://its.sinica.edu.tw/pages/3608。
行政專用服務-資安專區,網頁弱點掃描,"中研院資訊服務處使用的網頁檢測服務。他們使用自動化弱點掃描工具WebInspect來掃描網頁資安相關漏洞，檢測網頁應用程式和動態程式碼的安全性，並提供快速和精確的解決方案和報表檢閱，以簡化發現和修復網頁應用程式安全性問題的工作，降低維護資訊安全的成本。

如果想要申請網頁檢測服務，可以填寫資訊服務處的電子服務台之服務洽詢單(https://8855.sinica.edu.tw)，並提供掃描標的名稱、IP和網址。在掃瞄流程中，資訊服務處的承辦人會通知洽詢單位掃瞄作業之時程及相關配合事項。掃瞄完成後，資訊服務處會提供漏洞資訊、修改建議和諮詢服務。",網頁弱點掃描是怎麼進行的呢？,資訊,https://its.sinica.edu.tw/posts/119688,資訊服務處服務台 02-2789-8855,網頁弱點掃描是由中研院資訊服務處使用WebInspect這個自動化工具來進行的。他們會檢測網頁應用程式和動態程式碼的安全性，找出潛在的漏洞，然後提供相對應的解決方案和報表。如果你想要申請這項服務，只要在他們的電子服務台填寫一下相關資料，他們就會安排掃描作業，並在完成後提供漏洞資訊、修改建議和諮詢服務喔。
行政專用服務-資安專區,網頁弱點掃描,"中研院資訊服務處使用的網頁檢測服務。他們使用自動化弱點掃描工具WebInspect來掃描網頁資安相關漏洞，檢測網頁應用程式和動態程式碼的安全性，並提供快速和精確的解決方案和報表檢閱，以簡化發現和修復網頁應用程式安全性問題的工作，降低維護資訊安全的成本。

如果想要申請網頁檢測服務，可以填寫資訊服務處的電子服務台之服務洽詢單(https://8855.sinica.edu.tw)，並提供掃描標的名稱、IP和網址。在掃瞄流程中，資訊服務處的承辦人會通知洽詢單位掃瞄作業之時程及相關配合事項。掃瞄完成後，資訊服務處會提供漏洞資訊、修改建議和諮詢服務。",我需要提供哪些資料才能申請網頁檢測服務？,資訊,https://its.sinica.edu.tw/posts/119688,資訊服務處服務台 02-2789-8855,要申請網頁檢測服務，你需要填寫資訊服務處的電子服務台之服務洽詢單，並提供掃描標的名稱、IP和網址喔！
行政專用服務-資安專區,網頁弱點掃描,"中研院資訊服務處使用的網頁檢測服務。他們使用自動化弱點掃描工具WebInspect來掃描網頁資安相關漏洞，檢測網頁應用程式和動態程式碼的安全性，並提供快速和精確的解決方案和報表檢閱，以簡化發現和修復網頁應用程式安全性問題的工作，降低維護資訊安全的成本。

如果想要申請網頁檢測服務，可以填寫資訊服務處的電子服務台之服務洽詢單(https://8855.sinica.edu.tw)，並提供掃描標的名稱、IP和網址。在掃瞄流程中，資訊服務處的承辦人會通知洽詢單位掃瞄作業之時程及相關配合事項。掃瞄完成後，資訊服務處會提供漏洞資訊、修改建議和諮詢服務。",申請網頁檢測後，我能得到哪些解決方案和報表檢閱的資料？,資訊,https://its.sinica.edu.tw/posts/119688,資訊服務處服務台 02-2789-8855,申請網頁檢測後，你可以得到漏洞資訊、修改建議和諮詢服務。資訊服務處會提供詳細的報表檢閱，讓你能夠快速並精確地了解網頁應用程式的安全性問題，並提供相應的解決方案，以降低維護資訊安全的成本。
行政專用服務-資安專區,網頁弱點掃描,"中研院資訊服務處使用的網頁檢測服務。他們使用自動化弱點掃描工具WebInspect來掃描網頁資安相關漏洞，檢測網頁應用程式和動態程式碼的安全性，並提供快速和精確的解決方案和報表檢閱，以簡化發現和修復網頁應用程式安全性問題的工作，降低維護資訊安全的成本。

如果想要申請網頁檢測服務，可以填寫資訊服務處的電子服務台之服務洽詢單(https://8855.sinica.edu.tw)，並提供掃描標的名稱、IP和網址。在掃瞄流程中，資訊服務處的承辦人會通知洽詢單位掃瞄作業之時程及相關配合事項。掃瞄完成後，資訊服務處會提供漏洞資訊、修改建議和諮詢服務。",WebInspect對於動態程式碼的安全性有多高的準確度？,資訊,https://its.sinica.edu.tw/posts/119688,資訊服務處服務台 02-2789-8855,WebInspect在檢測動態程式碼的安全性方面表現相當不錯，能夠提供快速和精確的解決方案和報表檢閱。這項工具有助於簡化發現和修復網頁應用程式安全性問題的工作，降低維護資訊安全的成本。
行政專用服務-資安專區,網頁弱點掃描,"中研院資訊服務處使用的網頁檢測服務。他們使用自動化弱點掃描工具WebInspect來掃描網頁資安相關漏洞，檢測網頁應用程式和動態程式碼的安全性，並提供快速和精確的解決方案和報表檢閱，以簡化發現和修復網頁應用程式安全性問題的工作，降低維護資訊安全的成本。

如果想要申請網頁檢測服務，可以填寫資訊服務處的電子服務台之服務洽詢單(https://8855.sinica.edu.tw)，並提供掃描標的名稱、IP和網址。在掃瞄流程中，資訊服務處的承辦人會通知洽詢單位掃瞄作業之時程及相關配合事項。掃瞄完成後，資訊服務處會提供漏洞資訊、修改建議和諮詢服務。",請問掃瞄流程中，資訊服務處的承辦人會通知我哪些相關配合事項？,資訊,https://its.sinica.edu.tw/posts/119688,資訊服務處服務台 02-2789-8855,在掃瞄流程中，資訊服務處的承辦人會通知你掃瞄作業的時程和需要配合的事項，讓你可以順利完成網頁檢測服務。不過具體的配合事項會在承辦人與你聯繫時告訴你喔。
行政專用服務-資安專區,網頁弱點掃描,"中研院資訊服務處使用的網頁檢測服務。他們使用自動化弱點掃描工具WebInspect來掃描網頁資安相關漏洞，檢測網頁應用程式和動態程式碼的安全性，並提供快速和精確的解決方案和報表檢閱，以簡化發現和修復網頁應用程式安全性問題的工作，降低維護資訊安全的成本。

如果想要申請網頁檢測服務，可以填寫資訊服務處的電子服務台之服務洽詢單(https://8855.sinica.edu.tw)，並提供掃描標的名稱、IP和網址。在掃瞄流程中，資訊服務處的承辦人會通知洽詢單位掃瞄作業之時程及相關配合事項。掃瞄完成後，資訊服務處會提供漏洞資訊、修改建議和諮詢服務。",掃瞄完成後，資訊服務處提供的諮詢服務內容包括哪些呢？,資訊,https://its.sinica.edu.tw/posts/119688,資訊服務處服務台 02-2789-8855,掃瞄完成後，資訊服務處會提供漏洞資訊、修改建議和諮詢服務，幫助你了解網頁上的安全問題並提供修復方案。
全院共用服務-資安專區,資安政策介紹,"中央研究院資通安全暨個人資?保護政策及規範

中央研究院應建立可信賴之資通作業環境，確保資?、系統、設備及網?之安全，以協助本院研究及?政工作之正常運作，並依照個人資?保護法及其施?細則，提供管理階層對依法保護個人資?之支持與承諾。

中研院應依下列原則確保本院各項資通資產及其使用者，符合資通安全要求：1.學術研究、?政支援之相關電子資?，以及傳輸、儲存與處理此等資?之網?、電腦及程式等皆屬資通資產；確保本院資通資產之安全，為全院人員之共同責任。2.應妥適保護所屬資通資產之機密性、完整性及可用性。3.人員應遵守資通安全相關法?及本院相關規定。各單位?有資通資產之委外建置、維護等案件時，亦應遵守前述法?及規定。

中研院應依法蒐集、處理及?用個人資?，以保護當事人權益，並促進個人資?之合理?用。

中研院應綜合考?各項資通資產之重要性及價值，採?與資通資產價值相稱及具成本效?之安全措施，避免因人為疏失、蓄意或自然災害等事故，致資通資產遭?當使用、洩?、竄改或破壞，影響及危害研究工作與?政支援。

中研院應依相關法令及標準，就下列事項訂定實施要點或作業程序，經資通安全暨個人資?保護委員會審議通過，院長核定後實施。1.人員管理暨資通安全訓?。2.電腦機房安全管理。3.網?安全管理。4.電腦系統安全管理。5.應用系統存取控制管理。6.應用系統發展及維護安全管理。7.電子資?安全管理。8.個人資?保護暨安全維護。9.其他有關資通安全、個人資?保護等事項。前項所稱相關法令，包括國家機密保護法、個人資?保護法、著作權法、電子簽章法、資通安全管理法及其子法等法規。相關法?應刊載於本院全球資訊網，並依法?之增減或修訂?新相關網頁。

中研院有關資通安全事項分工如下：1.資通安全長由副院長或秘書長擔任，主管全院資通安全事務。2.設「資通安全暨個人資?保護委員會」審議資通安全暨個人資?保護事項。3.各單位均應指派資通安全主管(由單位副主管以上主管擔任)與資通安全?絡人。4.設「資通安全稽核小組」會同政風室辦理資通安全稽核事項。5.資通安全計畫與技術規範之規劃、評估、研擬，以及相關服務、教育訓?、宣導及統合協調等事項，由資訊服務處負責辦理。6.資?及應用系統安全之需求研議、使用管理及維護等事項，由業務承辦單位或使用單位負責辦理。7.資訊服務處應設「資通安全事件處理小組」，處理本院緊急或重大資通安全事件。8.資訊機密維護事項，由政風室會同相關單位辦理。

為降低資通安全事件造成之損害，應建立相關通報與處理程序，並詳加記?。",你們資安政策能確保我的個人資料安全嗎？,資訊,https://www.sinica.edu.tw/ch/articles/133,資訊服務處服務台 02-2789-8855,是的，我們的資安政策會確保您的個人資料安全。中研院會依照個人資料保護法及其施行細則，提供管理層對依法保護個人資料的支持與承諾。我們會妥善保護資通資產的機密性、完整性及可用性，並遵守相關法律法規。此外，我們也會採取與資通資產價值相稱並具成本效益的安全措施，以降低因人為疏失、蓄意或自然災害等事故對資料的損害。
全院共用服務-資安專區,資安規章,"中央研究院個人資料保護暨安全維護規範實施要點

一、中央研究院（以下簡稱本院）為落實本院所保有個人資料（以下簡稱個資）檔案之依法管理及安全維護，爰依個人資料保護法（以下簡稱個資法）施行細則第二十四條之規定，特訂定本要點。
二、本要點之用詞除參照個資法第二條各款外，新增用詞定義如下：
(一)個資欄位：指個資法第二條第一款所列舉個資之個別項目。
(二)個資紀錄：指個別當事人全部個資欄位之集合。
(三)個資去識別化：指藉由代碼替換、刪除或隱藏部份個資欄位，使該個資紀錄無法直接識別當事人。
(四)本院法定職務：指本院組織法第二條、第二十三條所規定之學術研究任務及行政工作事項。
三、本院及所屬單位蒐集、處理或利用個資應為執行本院法定職務所必要；利用個資並應與蒐集之特定目的相符，或具備個資法第十六條但書之合法依據。
四、本院及所屬單位蒐集個資紀錄，宜採電子型式由當事人自行填寫，並限於特定目的不可或缺之個資欄位。當事人所填寫之個資欄位內容，必要時由本院相關法定職務之執行人員依據事實加以查證。
五、本院及所屬單位對個人蒐集資料應以最小蒐集為原則，其無須識別當事人者，不應蒐集可識別資料。
六、本院各研究所(處)、中心因學術研究計畫須利用個資，其無須識別當事人者應以去識別化方式為之。前項個人資料除客觀上已無對應可能外，應自當事人請求起，停止處理及利用。
七、本院各項行政工作法定職務之辦理或掌理單位應定期盤點保有之個資檔案，由院本部指定專責單位彙整陳報院長或其授權人員核定後，依個資法第十七條之規定公開於本院網站。
八、本院各研究所(處)、中心因學術研究計畫而保有個資者，應定期盤點保有之個資檔案，陳報院長或其授權人員核定後，依個資法第十七條之規定公開於本院網站；所公開之個資檔案適用範圍僅限於參與該學術研究計畫之研究所(處)、中心。
九、本院及所屬單位處理個資檔案，應遵循本院資通安全管理規範實施要點之規定。本院及所屬單位遇有個資檔案遭毀損、竊取、洩漏、竄改或其他侵害情事， 應依據前開要點所定資通安全事件通報及應變事項處置。
十、本院及所屬單位應指定專人辦理單位內之下列事項：
(一)辦理當事人依個資法第十條及第十一條第一項至第四項所定請求事項之考核。
(二)辦理個資法第十一條第五項及第十二條所定通知事項之考核。
(三)個資法第十七條所定公開或供公眾查閱。
(四)個資法第十八條所定個人資料檔案安全維護。
(五)個資保護事項之協調聯繫。
(六)單位內個資損害預防及危機處理應變之通報。
(七)個資保護之自行查核及本院個資保護規章之執行。
十一、本院院本部應設置個資保護聯絡窗口，辦理下列事項：
(一)公務機關間個人資料保護業務之協調聯繫及緊急應變通報。
(二)以非自動化方式檢索、整理之個人資料安全事件之通報。
(三)重大個人資料外洩事件之民眾聯繫單一窗口。
(四)本院及所屬單位個資專人名冊之製作及更新。
(五)本院及所屬單位個資專人與職員工教育訓練名單及紀錄之彙整。",這個資安規章是如何保護個人資料的安全及遵循法律規定的呢？,資訊,https://isc.sinica.edu.tw/archives/36d07a21e1c7ce9b,資訊服務處服務台 02-2789-8855,"這個資安規章是根據個人資料保護法制定的，主要目的是確保中央研究院所保有的個人資料依法管理和安全維護。為達到這一目的，規章具體要求中央研究院及其所屬單位在蒐集、處理或利用個資時，必須符合執行本院法定職務所必要的範圍，並遵循最小蒐集原則。此外，規章還要求單位在處理個資時遵循資通安全管理規範，並在遇到資料遭受損害或侵犯時按照規定通報和應變。

規章也要求各單位定期盤點保有的個資檔案，並在院長或授權人員核定後公開於本院網站。同時，各單位需指定專人負責處理個資保護相關事宜，包括當事人的請求考核、通知事項的考核、公開或供公眾查閱等。最後，本院院本部須設置個資保護聯絡窗口，負責協調聯繫和緊急應變通報等事項，以確保個人資料的安全及遵循法律規定。"
全院共用服務-資安專區,資安規章,"中央研究院個人資料保護暨安全維護規範實施要點

一、中央研究院（以下簡稱本院）為落實本院所保有個人資料（以下簡稱個資）檔案之依法管理及安全維護，爰依個人資料保護法（以下簡稱個資法）施行細則第二十四條之規定，特訂定本要點。
二、本要點之用詞除參照個資法第二條各款外，新增用詞定義如下：
(一)個資欄位：指個資法第二條第一款所列舉個資之個別項目。
(二)個資紀錄：指個別當事人全部個資欄位之集合。
(三)個資去識別化：指藉由代碼替換、刪除或隱藏部份個資欄位，使該個資紀錄無法直接識別當事人。
(四)本院法定職務：指本院組織法第二條、第二十三條所規定之學術研究任務及行政工作事項。
三、本院及所屬單位蒐集、處理或利用個資應為執行本院法定職務所必要；利用個資並應與蒐集之特定目的相符，或具備個資法第十六條但書之合法依據。
四、本院及所屬單位蒐集個資紀錄，宜採電子型式由當事人自行填寫，並限於特定目的不可或缺之個資欄位。當事人所填寫之個資欄位內容，必要時由本院相關法定職務之執行人員依據事實加以查證。
五、本院及所屬單位對個人蒐集資料應以最小蒐集為原則，其無須識別當事人者，不應蒐集可識別資料。
六、本院各研究所(處)、中心因學術研究計畫須利用個資，其無須識別當事人者應以去識別化方式為之。前項個人資料除客觀上已無對應可能外，應自當事人請求起，停止處理及利用。
七、本院各項行政工作法定職務之辦理或掌理單位應定期盤點保有之個資檔案，由院本部指定專責單位彙整陳報院長或其授權人員核定後，依個資法第十七條之規定公開於本院網站。
八、本院各研究所(處)、中心因學術研究計畫而保有個資者，應定期盤點保有之個資檔案，陳報院長或其授權人員核定後，依個資法第十七條之規定公開於本院網站；所公開之個資檔案適用範圍僅限於參與該學術研究計畫之研究所(處)、中心。
九、本院及所屬單位處理個資檔案，應遵循本院資通安全管理規範實施要點之規定。本院及所屬單位遇有個資檔案遭毀損、竊取、洩漏、竄改或其他侵害情事， 應依據前開要點所定資通安全事件通報及應變事項處置。
十、本院及所屬單位應指定專人辦理單位內之下列事項：
(一)辦理當事人依個資法第十條及第十一條第一項至第四項所定請求事項之考核。
(二)辦理個資法第十一條第五項及第十二條所定通知事項之考核。
(三)個資法第十七條所定公開或供公眾查閱。
(四)個資法第十八條所定個人資料檔案安全維護。
(五)個資保護事項之協調聯繫。
(六)單位內個資損害預防及危機處理應變之通報。
(七)個資保護之自行查核及本院個資保護規章之執行。
十一、本院院本部應設置個資保護聯絡窗口，辦理下列事項：
(一)公務機關間個人資料保護業務之協調聯繫及緊急應變通報。
(二)以非自動化方式檢索、整理之個人資料安全事件之通報。
(三)重大個人資料外洩事件之民眾聯繫單一窗口。
(四)本院及所屬單位個資專人名冊之製作及更新。
(五)本院及所屬單位個資專人與職員工教育訓練名單及紀錄之彙整。",蒐集個人資料時，本院是如何確保僅蒐集必要的資訊？,資訊,https://isc.sinica.edu.tw/archives/36d07a21e1c7ce9b,資訊服務處服務台 02-2789-8855,當本院和所屬單位蒐集個人資料時，會以最小蒐集原則為基礎，也就是只蒐集執行本院法定職務所必要的資訊。此外，如果不需要識別當事人，則不應該蒐集可以識別的資料。在蒐集個資的過程中，本院會讓當事人自行填寫電子型式的表格，並限制只能填寫特定目的不可或缺的個資欄位。如有必要，本院的相關執行人員會根據事實查證當事人所填寫的個資欄位內容。
